m,M,K,Nr,Epsilon,Sc,E1,phi1,phi2,Gamma,Pb,Sb,Skin -TiO_2,Nusselt-TiO_2,Sherwood-TiO_2,microorganism-TiO_2,Skin -TiO_2/Ag,Nusselt-TiO_2-Ag,Sherwood-TiO_2/Ag,microorganism-TiO_2/Ag
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.069,1.0,0.5,0.5,-4.017296526,1.608804334,0.93531679,0.746708575,-4.235439056,1.578865515,0.935412794,0.744043531
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.07,1.0,0.5,0.5,-4.027920661,1.607224464,0.935404594,0.746731195,-4.246632355,1.577210241,0.935506673,0.744067356
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.071,1.0,0.5,0.5,-4.038584105,1.605644884,0.935492481,0.746753841,-4.257867027,1.575555505,0.935600632,0.744091204
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.072,1.0,0.5,0.5,-4.049287045,1.604065594,0.935580452,0.746776511,-4.269143267,1.573901306,0.935694671,0.744115076
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.073,1.0,0.5,0.5,-4.060029669,1.602486592,0.935668506,0.746799206,-4.280461275,1.572247643,0.935788789,0.744138972
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.074,1.0,0.5,0.5,-4.070812166,1.600907878,0.935756643,0.746821926,-4.291821248,1.570594516,0.935882987,0.744162892
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.075,1.0,0.5,0.5,-4.081634726,1.599329452,0.935844864,0.746844671,-4.303223386,1.568941922,0.935977266,0.744186837
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.076,1.0,0.5,0.5,-4.09249754,1.597751311,0.935933169,0.746867442,-4.314667892,1.567289861,0.936071624,0.744210805
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.077,1.0,0.5,0.5,-4.103400801,1.596173456,0.936021557,0.746890237,-4.326154966,1.565638333,0.936166062,0.744234797
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.078,1.0,0.5,0.5,-4.114344703,1.594595884,0.93611003,0.746913058,-4.337684813,1.563987335,0.93626058,0.744258813
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.079,1.0,0.5,0.5,-4.12532944,1.593018597,0.936198586,0.746935904,-4.349257637,1.562336867,0.936355179,0.744282853
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.08,1.0,0.5,0.5,-4.136352652,1.591429261,0.936279433,0.746955639,-4.360873644,1.560686929,0.936449858,0.744306918
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.081,1.0,0.5,0.5,-4.147419639,1.589852544,0.93636817,0.74697854,-4.372533042,1.559037518,0.936544618,0.744331006
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.082,1.0,0.5,0.5,-4.158528052,1.588276108,0.936456992,0.747001465,-4.384236037,1.557388635,0.936639458,0.74435512
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.083,1.0,0.5,0.5,-4.169678091,1.586699952,0.936545899,0.747024417,-4.395982841,1.555740277,0.936734378,0.744379257
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.084,1.0,0.5,0.5,-4.180869955,1.585124076,0.93663489,0.747047394,-4.407773663,1.554092445,0.93682938,0.744403419
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.085,1.0,0.5,0.5,-4.192103847,1.583548478,0.936723965,0.747070396,-4.419608716,1.552445137,0.936924462,0.744427605
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.086,1.0,0.5,0.5,-4.20337997,1.581973157,0.936813126,0.747093424,-4.431488213,1.550798352,0.937019625,0.744451816
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.087,1.0,0.5,0.5,-4.214698527,1.580398114,0.936902372,0.747116478,-4.443412368,1.54915209,0.937114869,0.744476051
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.088,1.0,0.5,0.5,-4.226059724,1.578823346,0.936991703,0.747139558,-4.455381397,1.547506349,0.937210194,0.74450031
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.089,1.0,0.5,0.5,-4.237463768,1.577248854,0.937081119,0.747162663,-4.467395517,1.545861128,0.937305601,0.744524595
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.09,1.0,0.5,0.5,-4.248910865,1.575674636,0.937170621,0.747185794,-4.479454947,1.544216426,0.937401088,0.744548904
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.5,0.5,0.5,-3.49815911,1.670359674,0.933183366,0.748133935,-3.696877252,1.645187693,0.932843639,0.745206986
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.51,0.5,0.5,-3.499942899,1.670531317,0.93314907,0.748084189,-3.698584022,1.645334187,0.932812837,0.74516164
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.52,0.5,0.5,-3.501725635,1.670702687,0.93311483,0.748034521,-3.700289858,1.645480455,0.932782082,0.745116361
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.53,0.5,0.5,-3.503507319,1.670873783,0.933080646,0.74798493,-3.70199476,1.645626498,0.932751375,0.745071148
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.54,0.5,0.5,-3.505287953,1.671044607,0.933046516,0.747935415,-3.703698731,1.645772316,0.932720715,0.745026002
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.55,0.5,0.5,-3.50706754,1.671215159,0.933012442,0.747885976,-3.705401771,1.645917911,0.932690102,0.744980921
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.56,0.5,0.5,-3.508846082,1.67138544,0.932978423,0.747836614,-3.707103883,1.646063282,0.932659536,0.744935907
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.57,0.5,0.5,-3.510623579,1.67155545,0.932944459,0.747787327,-3.708805067,1.64620843,0.932629018,0.744890958
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.58,0.5,0.5,-3.512400034,1.671725191,0.93291055,0.747738117,-3.710505326,1.646353356,0.932598546,0.744846075
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.59,0.5,0.5,-3.514175449,1.671894663,0.932876695,0.747688982,-3.712204661,1.64649806,0.932568121,0.744801257
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.6,0.5,0.5,-3.515949826,1.672063867,0.932842895,0.747639922,-3.713903074,1.646642543,0.932537742,0.744756505
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.61,0.5,0.5,-3.517723166,1.672232803,0.932809148,0.747590937,-3.715600566,1.646786806,0.93250741,0.744711818
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.62,0.5,0.5,-3.519495471,1.672401473,0.932775456,0.747542028,-3.717297138,1.646930849,0.932477124,0.744667195
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.63,0.5,0.5,-3.521266744,1.672569876,0.932741818,0.747493193,-3.718992793,1.647074672,0.932446885,0.744622638
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.64,0.5,0.5,-3.523036986,1.672738014,0.932708234,0.747444433,-3.720687531,1.647218276,0.932416692,0.744578145
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.65,0.5,0.5,-3.524806199,1.672905888,0.932674704,0.747395747,-3.722381355,1.647361662,0.932386544,0.744533716
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.66,0.5,0.5,-3.526574384,1.673073497,0.932641227,0.747347136,-3.724074265,1.647504829,0.932356443,0.744489352
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.67,0.5,0.5,-3.528341544,1.673240843,0.932607803,0.747298598,-3.725766264,1.64764778,0.932326387,0.744445052
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.68,0.5,0.5,-3.530107681,1.673407927,0.932574433,0.747250134,-3.727457352,1.647790514,0.932296378,0.744400816
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.69,0.5,0.5,-3.531872795,1.673574748,0.932541116,0.747201744,-3.729147532,1.647933032,0.932266413,0.744356644
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.7,0.5,0.5,-3.53363689,1.673741309,0.932507852,0.747153427,-3.730836804,1.648075334,0.932236494,0.744312535
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.71,0.5,0.5,-3.535399966,1.673907608,0.932474641,0.747105184,-3.732525171,1.648217421,0.93220662,0.74426849
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.72,0.5,0.5,-3.537162026,1.674073648,0.932441482,0.747057013,-3.734212634,1.648359294,0.932176792,0.744224509
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.73,0.5,0.5,-3.538923071,1.674239429,0.932408376,0.747008916,-3.735899194,1.648500952,0.932147009,0.74418059
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.74,0.5,0.5,-3.540683104,1.674404951,0.932375323,0.746960891,-3.737584853,1.648642397,0.93211727,0.744136735
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.75,0.5,0.5,-3.542442125,1.674570216,0.932342321,0.746912938,-3.739269612,1.648783629,0.932087577,0.744092942
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.76,0.5,0.5,-3.544200138,1.674735223,0.932309372,0.746865058,-3.740953473,1.648924649,0.932057928,0.744049212
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.77,0.5,0.5,-3.545957142,1.674899974,0.932276475,0.74681725,-3.742636437,1.649065457,0.932028324,0.744005545
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.78,0.5,0.5,-3.547713141,1.675064469,0.93224363,0.746769514,-3.744318505,1.649206053,0.931998764,0.74396194
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.79,0.5,0.5,-3.549468136,1.675228708,0.932210837,0.746721849,-3.74599968,1.649346439,0.931969249,0.743918397
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.8,0.5,0.5,-3.551222129,1.675392694,0.932178095,0.746674256,-3.747679963,1.649486614,0.931939778,0.743874917
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.81,0.5,0.5,-3.552975121,1.675556425,0.932145404,0.746626735,-3.749359355,1.649626579,0.931910351,0.743831498
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.82,0.5,0.5,-3.554727115,1.675719903,0.932112765,0.746579284,-3.751037857,1.649766336,0.931880969,0.743788141
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.83,0.5,0.5,-3.556478111,1.675883129,0.932080177,0.746531905,-3.752715471,1.649905883,0.93185163,0.743744846
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.84,0.5,0.5,-3.558228113,1.676046103,0.93204764,0.746484596,-3.754392199,1.650045222,0.931822335,0.743701613
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.85,0.5,0.5,-3.55997712,1.676208826,0.932015155,0.746437358,-3.756068042,1.650184354,0.931793084,0.74365844
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.86,0.5,0.5,-3.561725136,1.676371298,0.931982719,0.74639019,-3.757743001,1.650323278,0.931763877,0.743615329
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.87,0.5,0.5,-3.563472162,1.67653352,0.931950335,0.746343093,-3.759417078,1.650461995,0.931734713,0.743572279
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.88,0.5,0.5,-3.5652182,1.676695492,0.931918001,0.746296065,-3.761090274,1.650600507,0.931705592,0.74352929
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.89,0.5,0.5,-3.566963251,1.676857217,0.931885717,0.746249108,-3.76276259,1.650738812,0.931676515,0.743486362
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.9,0.5,0.5,-3.568707317,1.677018693,0.931853484,0.74620222,-3.764434029,1.650876913,0.931647481,0.743443494
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.91,0.5,0.5,-3.570450399,1.677179922,0.931821301,0.746155402,-3.766104591,1.651014808,0.93161849,0.743400686
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.92,0.5,0.5,-3.5721925,1.677340904,0.931789168,0.746108653,-3.767774294,1.651152465,0.931589541,0.743357938
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.93,0.5,0.5,-3.573933622,1.677501639,0.931757085,0.746061973,-3.769443107,1.651289953,0.931560636,0.743315252
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.94,0.5,0.5,-3.575673765,1.67766213,0.931725051,0.746015362,-3.771111049,1.651427237,0.931531774,0.743272625
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.95,0.5,0.5,-3.577412931,1.677822375,0.931693067,0.745968821,-3.772778119,1.65156432,0.931502954,0.743230058
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.96,0.5,0.5,-3.579151123,1.677982377,0.931661133,0.745922347,-3.77444432,1.651701199,0.931474177,0.74318755
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.97,0.5,0.5,-3.580888342,1.678142134,0.931629247,0.745875943,-3.776109652,1.651837878,0.931445443,0.743145103
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.98,0.5,0.5,-3.582624589,1.678301649,0.931597412,0.745829606,-3.777774118,1.651974355,0.93141675,0.743102714
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,0.99,0.5,0.5,-3.584359866,1.678460921,0.931565625,0.745783338,-3.779437719,1.652110631,0.9313881,0.743060385
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.586094176,1.678619952,0.931533887,0.745737137,-3.781100456,1.652246707,0.931359492,0.743018115
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.01,0.5,0.5,-3.587827518,1.678778741,0.931502198,0.745691005,-3.78276233,1.652382583,0.931330927,0.742975905
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.02,0.5,0.5,-3.589559896,1.67893729,0.931470558,0.74564494,-3.784423344,1.65251826,0.931302403,0.742933753
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.03,0.5,0.5,-3.591291311,1.679095599,0.931438966,0.745598942,-3.786083497,1.652653739,0.931273921,0.742891659
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.04,0.5,0.5,-3.593021764,1.679253669,0.931407423,0.745553012,-3.787742792,1.652789019,0.93124548,0.742849625
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.05,0.5,0.5,-3.594751257,1.6794115,0.931375928,0.745507149,-3.78940123,1.652924101,0.931217082,0.742807648
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.06,0.5,0.5,-3.596479792,1.679569092,0.931344481,0.745461352,-3.791058813,1.653058986,0.931188724,0.74276573
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.07,0.5,0.5,-3.59820737,1.679726448,0.931313083,0.745415623,-3.792715541,1.653193674,0.931160409,0.74272387
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.08,0.5,0.5,-3.599933993,1.679883566,0.931281732,0.74536996,-3.794371416,1.653328165,0.931132134,0.742682069
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.09,0.5,0.5,-3.601659662,1.680040448,0.931250429,0.745324363,-3.79602644,1.653462461,0.931103901,0.742640325
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.1,0.5,0.5,-3.60338438,1.680197094,0.931219174,0.745278833,-3.797680613,1.653596561,0.931075709,0.742598639
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.11,0.5,0.5,-3.605108147,1.680353505,0.931187967,0.745233369,-3.799333938,1.653730466,0.931047558,0.74255701
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.12,0.5,0.5,-3.606830966,1.680509682,0.931156807,0.745187971,-3.800986415,1.653864177,0.9310194469999999,0.742515439
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.13,0.5,0.5,-3.608552838,1.680665624,0.931125694,0.745142638,-3.802638046,1.653997694,0.930991378,0.742473925
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.14,0.5,0.5,-3.610273764,1.680821334,0.931094629,0.745097372,-3.804288832,1.654131017,0.930963349,0.742432468
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.15,0.5,0.5,-3.611993747,1.68097681,0.931063611,0.74505217,-3.805938774,1.654264147,0.930935361,0.742391069
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.16,0.5,0.5,-3.613712787,1.681132054,0.93103264,0.745007034,-3.807587874,1.654397085,0.930907414,0.742349726
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.17,0.5,0.5,-3.615430886,1.681287067,0.931001715,0.744961963,-3.809236134,1.65452983,0.930879507,0.74230844
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.18,0.5,0.5,-3.617148047,1.681441848,0.930970838,0.744916957,-3.810883554,1.654662383,0.93085164,0.742267211
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.19,0.5,0.5,-3.618864269,1.681596399,0.930940007,0.744872015,-3.812530135,1.654794746,0.930823813,0.742226038
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.2,0.5,0.5,-3.620579556,1.68175072,0.930909222,0.744827139,-3.81417588,1.654926917,0.930796027,0.742184922
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.21,0.5,0.5,-3.622293909,1.681904812,0.930878484,0.744782327,-3.815820789,1.655058898,0.930768281,0.742143862
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.22,0.5,0.5,-3.624007328,1.682058675,0.930847793,0.744737579,-3.817464864,1.655190689,0.930740574,0.742102858
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.23,0.5,0.5,-3.625719816,1.68221231,0.930817147,0.744692895,-3.819108106,1.655322291,0.930712908,0.74206191
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.24,0.5,0.5,-3.627431375,1.682365717,0.930786548,0.744648275,-3.820750516,1.655453704,0.930685281,0.742021018
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.25,0.5,0.5,-3.629142005,1.682518897,0.930755994,0.744603719,-3.822392096,1.655584928,0.930657693,0.741980181
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.26,0.5,0.5,-3.630851708,1.68267185,0.930725486,0.744559227,-3.824032846,1.655715964,0.930630146,0.7419394
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.27,0.5,0.5,-3.632560487,1.682824578,0.930695024,0.744514798,-3.825672769,1.655846812,0.930602638,0.741898675
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.28,0.5,0.5,-3.634268341,1.68297708,0.930664608,0.744470432,-3.827311865,1.655977473,0.930575169,0.741858005
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.29,0.5,0.5,-3.635975274,1.683129357,0.930634237,0.74442613,-3.828950136,1.656107948,0.930547739,0.74181739
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.3,0.5,0.5,-3.637681286,1.68328141,0.930603911,0.744381891,-3.830587583,1.656238236,0.930520349,0.74177683
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.31,0.5,0.5,-3.639386379,1.683433239,0.930573631,0.744337714,-3.832224208,1.656368338,0.930492997,0.741736325
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.32,0.5,0.5,-3.641090555,1.683584845,0.930543396,0.744293601,-3.833860011,1.656498255,0.930465685,0.741695875
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.33,0.5,0.5,-3.642793814,1.683736229,0.930513205,0.74424955,-3.835494994,1.656627986,0.930438412,0.74165548
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.34,0.5,0.5,-3.644496159,1.68388739,0.93048306,0.744205561,-3.837129158,1.656757534,0.930411177,0.741615139
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.35,0.5,0.5,-3.646197591,1.68403833,0.93045296,0.744161635,-3.838762504,1.656886896,0.930383981,0.741574853
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.36,0.5,0.5,-3.647898111,1.684189048,0.930422904,0.744117771,-3.840395034,1.657016076,0.930356824,0.74153462
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.37,0.5,0.5,-3.649597722,1.684339546,0.930392893,0.744073968,-3.842026749,1.657145072,0.930329705,0.741494442
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.38,0.5,0.5,-3.651296423,1.684489825,0.930362926,0.744030228,-3.843657651,1.657273885,0.930302625,0.741454319
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.39,0.5,0.5,-3.652994218,1.684639884,0.930333003,0.743986549,-3.845287739,1.657402515,0.930275582,0.741414248
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.4,0.5,0.5,-3.654691107,1.684789723,0.930303125,0.743942932,-3.846917017,1.657530964,0.930248579,0.741374232
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.41,0.5,0.5,-3.656387092,1.684939345,0.930273291,0.743899376,-3.848545484,1.657659231,0.930221613,0.74133427
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.42,0.5,0.5,-3.658082175,1.685088749,0.930243501,0.743855881,-3.850173142,1.657787317,0.930194686,0.741294361
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.43,0.5,0.5,-3.659776356,1.685237935,0.930213755,0.743812448,-3.851799993,1.657915222,0.930167796,0.741254505
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.44,0.5,0.5,-3.661469638,1.685386905,0.930184053,0.743769075,-3.853426037,1.658042945,0.930140944,0.741214703
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.45,0.5,0.5,-3.663162021,1.685535659,0.930154394,0.743725763,-3.855051276,1.65817049,0.93011413,0.741174953
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.46,0.5,0.5,-3.664853508,1.685684196,0.930124779,0.743682512,-3.856675712,1.658297856,0.930087354,0.741135257
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.47,0.5,0.5,-3.666544099,1.685832519,0.930095208,0.743639321,-3.858299344,1.658425042,0.930060615,0.741095614
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.48,0.5,0.5,-3.668233797,1.685980627,0.93006568,0.743596191,-3.859922176,1.65855205,0.930033914,0.741056024
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.49,0.5,0.5,-3.669922602,1.686128521,0.930036195,0.74355312,-3.861544207,1.658678879,0.930007251,0.741016486
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.5,0.5,0.5,-3.671610516,1.686276201,0.930006753,0.74351011,-3.863165439,1.658805531,0.929980624,0.740977001
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.51,0.5,0.5,-3.673297541,1.686423668,0.929977355,0.74346716,-3.864785873,1.658932005,0.929954035,0.740937568
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.52,0.5,0.5,-3.674983677,1.686570922,0.929947999,0.743424269,-3.866405511,1.659058303,0.929927484,0.740898188
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.53,0.5,0.5,-3.676668927,1.686717964,0.929918686,0.743381438,-3.868024353,1.659184424,0.929900969,0.74085886
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.54,0.5,0.5,-3.678353291,1.686864795,0.929889416,0.743338667,-3.869642401,1.659310368,0.929874491,0.740819584
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.55,0.5,0.5,-3.680036772,1.687011415,0.929860189,0.743295954,-3.871259656,1.659436137,0.929848051,0.740780359
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.56,0.5,0.5,-3.68171937,1.687157824,0.929831004,0.743253301,-3.872876119,1.65956173,0.929821647,0.740741187
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.57,0.5,0.5,-3.683401088,1.687304023,0.929801861,0.743210707,-3.874491792,1.659687149,0.929795279,0.740702067
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.58,0.5,0.5,-3.685081925,1.687450012,0.929772761,0.743168172,-3.876103542,1.659797369,0.929761183,0.740659961
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.59,0.5,0.5,-3.686761885,1.687595792,0.929743703,0.743125696,-3.877717641,1.65992254,0.929734902,0.740620948
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.6,0.5,0.5,-3.688440968,1.687741364,0.929714687,0.743083278,-3.879330953,1.660047537,0.929708659,0.740581985
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.61,0.5,0.5,-3.690119175,1.687886728,0.929685714,0.743040919,-3.88094348,1.66017236,0.929682451,0.740543074
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.62,0.5,0.5,-3.691796508,1.688031884,0.929656782,0.742998618,-3.882555221,1.660297008,0.92965628,0.740504214
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.63,0.5,0.5,-3.693472969,1.688176833,0.929627892,0.742956376,-3.884166179,1.660421483,0.929630146,0.740465405
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.64,0.5,0.5,-3.695148559,1.688321575,0.929599043,0.742914191,-3.885776355,1.660545785,0.929604047,0.740426647
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.65,0.5,0.5,-3.696823279,1.688466111,0.929570237,0.742872064,-3.887385749,1.660669914,0.929577985,0.74038794
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.66,0.5,0.5,-3.69849713,1.688610442,0.929541471,0.742829995,-3.888994363,1.66079387,0.929551958,0.740349283
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.67,0.5,0.5,-3.700170114,1.688754567,0.929512747,0.742787984,-3.890602199,1.660917655,0.929525968,0.740310677
0.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.68,0.5,0.5,-3.701842233,1.688898488,0.929484065,0.74274603,-3.892209256,1.661041268,0.929500013,0.740272122
